"Month","Animal","State","Count"
1995 10,"Bulls, bullocks and steers","Northern Territory",2000
1995 11,"Bulls, bullocks and steers","Northern Territory",2000
1995 12,"Bulls, bullocks and steers","Northern Territory",1100
1996 1,"Bulls, bullocks and steers","Northern Territory",200
1996 2,"Bulls, bullocks and steers","Northern Territory",200
1996 3,"Bulls, bullocks and steers","Northern Territory",200
1996 4,"Bulls, bullocks and steers","Northern Territory",300
1996 5,"Bulls, bullocks and steers","Northern Territory",900
1996 6,"Bulls, bullocks and steers","Northern Territory",1700
1996 7,"Bulls, bullocks and steers","Northern Territory",1100
1996 8,"Bulls, bullocks and steers","Northern Territory",2300
1996 9,"Bulls, bullocks and steers","Northern Territory",1900
1996 10,"Bulls, bullocks and steers","Northern Territory",1500
1996 11,"Bulls, bullocks and steers","Northern Territory",1100
1996 12,"Bulls, bullocks and steers","Northern Territory",100
1997 1,"Bulls, bullocks and steers","Northern Territory",100
1997 2,"Bulls, bullocks and steers","Northern Territory",100
1997 3,"Bulls, bullocks and steers","Northern Territory",100
1997 4,"Bulls, bullocks and steers","Northern Territory",600
1997 5,"Bulls, bullocks and steers","Northern Territory",2700
1997 6,"Bulls, bullocks and steers","Northern Territory",2200
1997 7,"Bulls, bullocks and steers","Northern Territory",2700
1997 8,"Bulls, bullocks and steers","Northern Territory",3900
1997 9,"Bulls, bullocks and steers","Northern Territory",2100
1997 10,"Bulls, bullocks and steers","Northern Territory",2700
1997 11,"Bulls, bullocks and steers","Northern Territory",100
1997 12,"Bulls, bullocks and steers","Northern Territory",100
1998 1,"Bulls, bullocks and steers","Northern Territory",100
1998 2,"Bulls, bullocks and steers","Northern Territory",100
1998 3,"Bulls, bullocks and steers","Northern Territory",100
1998 4,"Bulls, bullocks and steers","Northern Territory",1100
1998 5,"Bulls, bullocks and steers","Northern Territory",1100
1998 6,"Bulls, bullocks and steers","Northern Territory",1700
1998 7,"Bulls, bullocks and steers","Northern Territory",3200
1998 8,"Bulls, bullocks and steers","Northern Territory",3100
1998 9,"Bulls, bullocks and steers","Northern Territory",3100
1998 10,"Bulls, bullocks and steers","Northern Territory",1700
1998 11,"Bulls, bullocks and steers","Northern Territory",200
1998 12,"Bulls, bullocks and steers","Northern Territory",100
1999 1,"Bulls, bullocks and steers","Northern Territory",100
1999 2,"Bulls, bullocks and steers","Northern Territory",100
1999 3,"Bulls, bullocks and steers","Northern Territory",100
1999 4,"Bulls, bullocks and steers","Northern Territory",300
1999 5,"Bulls, bullocks and steers","Northern Territory",700
1999 6,"Bulls, bullocks and steers","Northern Territory",1600
1999 7,"Bulls, bullocks and steers","Northern Territory",2300
1999 8,"Bulls, bullocks and steers","Northern Territory",1700
1999 9,"Bulls, bullocks and steers","Northern Territory",1900
1999 10,"Bulls, bullocks and steers","Northern Territory",1400
1999 11,"Bulls, bullocks and steers","Northern Territory",100
1999 12,"Bulls, bullocks and steers","Northern Territory",100
2000 1,"Bulls, bullocks and steers","Northern Territory",100
2000 2,"Bulls, bullocks and steers","Northern Territory",100
2000 3,"Bulls, bullocks and steers","Northern Territory",100
2000 4,"Bulls, bullocks and steers","Northern Territory",100
2000 5,"Bulls, bullocks and steers","Northern Territory",100
2000 6,"Bulls, bullocks and steers","Northern Territory",1100
2000 7,"Bulls, bullocks and steers","Northern Territory",1100
2000 8,"Bulls, bullocks and steers","Northern Territory",1300
2000 9,"Bulls, bullocks and steers","Northern Territory",1100
2000 10,"Bulls, bullocks and steers","Northern Territory",100
2000 11,"Bulls, bullocks and steers","Northern Territory",100
2000 12,"Bulls, bullocks and steers","Northern Territory",100
2001 1,"Bulls, bullocks and steers","Northern Territory",100
2001 2,"Bulls, bullocks and steers","Northern Territory",100
2001 3,"Bulls, bullocks and steers","Northern Territory",100
2001 4,"Bulls, bullocks and steers","Northern Territory",100
2001 5,"Bulls, bullocks and steers","Northern Territory",100
2001 6,"Bulls, bullocks and steers","Northern Territory",100
2001 7,"Bulls, bullocks and steers","Northern Territory",100
2001 8,"Bulls, bullocks and steers","Northern Territory",100
2001 9,"Bulls, bullocks and steers","Northern Territory",100
2001 10,"Bulls, bullocks and steers","Northern Territory",100
2001 11,"Bulls, bullocks and steers","Northern Territory",100
2001 12,"Bulls, bullocks and steers","Northern Territory",100
2002 1,"Bulls, bullocks and steers","Northern Territory",100
2002 2,"Bulls, bullocks and steers","Northern Territory",100
2002 3,"Bulls, bullocks and steers","Northern Territory",100
2002 4,"Bulls, bullocks and steers","Northern Territory",100
2002 5,"Bulls, bullocks and steers","Northern Territory",100
2002 6,"Bulls, bullocks and steers","Northern Territory",100
2002 7,"Bulls, bullocks and steers","Northern Territory",100
2002 8,"Bulls, bullocks and steers","Northern Territory",100
2002 9,"Bulls, bullocks and steers","Northern Territory",100
2002 10,"Bulls, bullocks and steers","Northern Territory",100
2002 11,"Bulls, bullocks and steers","Northern Territory",100
2002 12,"Bulls, bullocks and steers","Northern Territory",100
2003 1,"Bulls, bullocks and steers","Northern Territory",100
2003 2,"Bulls, bullocks and steers","Northern Territory",100
2003 3,"Bulls, bullocks and steers","Northern Territory",100
2003 4,"Bulls, bullocks and steers","Northern Territory",100
2003 5,"Bulls, bullocks and steers","Northern Territory",100
2003 6,"Bulls, bullocks and steers","Northern Territory",100
2003 7,"Bulls, bullocks and steers","Northern Territory",100
2003 8,"Bulls, bullocks and steers","Northern Territory",100
2003 9,"Bulls, bullocks and steers","Northern Territory",100
2003 10,"Bulls, bullocks and steers","Northern Territory",100
2003 11,"Bulls, bullocks and steers","Northern Territory",100
2003 12,"Bulls, bullocks and steers","Northern Territory",100
2004 1,"Bulls, bullocks and steers","Northern Territory",100
2004 2,"Bulls, bullocks and steers","Northern Territory",100
2004 3,"Bulls, bullocks and steers","Northern Territory",100
2004 4,"Bulls, bullocks and steers","Northern Territory",100
2004 5,"Bulls, bullocks and steers","Northern Territory",100
2004 6,"Bulls, bullocks and steers","Northern Territory",100
2004 7,"Bulls, bullocks and steers","Northern Territory",100
2004 8,"Bulls, bullocks and steers","Northern Territory",100
2004 9,"Bulls, bullocks and steers","Northern Territory",100
2004 10,"Bulls, bullocks and steers","Northern Territory",100
2004 11,"Bulls, bullocks and steers","Northern Territory",100
2004 12,"Bulls, bullocks and steers","Northern Territory",100
2005 1,"Bulls, bullocks and steers","Northern Territory",100
2005 2,"Bulls, bullocks and steers","Northern Territory",100
2005 3,"Bulls, bullocks and steers","Northern Territory",100
2005 4,"Bulls, bullocks and steers","Northern Territory",100
2005 5,"Bulls, bullocks and steers","Northern Territory",100
2005 6,"Bulls, bullocks and steers","Northern Territory",100
2005 7,"Bulls, bullocks and steers","Northern Territory",100
2005 8,"Bulls, bullocks and steers","Northern Territory",100
2005 9,"Bulls, bullocks and steers","Northern Territory",100
2005 10,"Bulls, bullocks and steers","Northern Territory",100
2005 11,"Bulls, bullocks and steers","Northern Territory",100
2005 12,"Bulls, bullocks and steers","Northern Territory",100
2006 1,"Bulls, bullocks and steers","Northern Territory",100
2006 2,"Bulls, bullocks and steers","Northern Territory",100
2006 3,"Bulls, bullocks and steers","Northern Territory",100
2006 4,"Bulls, bullocks and steers","Northern Territory",100
2006 5,"Bulls, bullocks and steers","Northern Territory",100
2006 6,"Bulls, bullocks and steers","Northern Territory",100
2006 7,"Bulls, bullocks and steers","Northern Territory",100
2006 8,"Bulls, bullocks and steers","Northern Territory",100
2006 9,"Bulls, bullocks and steers","Northern Territory",100
2006 10,"Bulls, bullocks and steers","Northern Territory",100
2006 11,"Bulls, bullocks and steers","Northern Territory",100
2006 12,"Bulls, bullocks and steers","Northern Territory",100
2007 1,"Bulls, bullocks and steers","Northern Territory",100
2007 2,"Bulls, bullocks and steers","Northern Territory",100
2007 3,"Bulls, bullocks and steers","Northern Territory",100
2007 4,"Bulls, bullocks and steers","Northern Territory",100
2007 5,"Bulls, bullocks and steers","Northern Territory",100
2007 6,"Bulls, bullocks and steers","Northern Territory",100
2007 7,"Bulls, bullocks and steers","Northern Territory",0
2007 8,"Bulls, bullocks and steers","Northern Territory",0
2007 9,"Bulls, bullocks and steers","Northern Territory",0
2007 10,"Bulls, bullocks and steers","Northern Territory",0
2007 11,"Bulls, bullocks and steers","Northern Territory",0
2007 12,"Bulls, bullocks and steers","Northern Territory",0
2008 1,"Bulls, bullocks and steers","Northern Territory",0
2008 2,"Bulls, bullocks and steers","Northern Territory",0
2008 3,"Bulls, bullocks and steers","Northern Territory",0
2008 4,"Bulls, bullocks and steers","Northern Territory",0
2008 5,"Bulls, bullocks and steers","Northern Territory",0
2008 6,"Bulls, bullocks and steers","Northern Territory",0
2008 7,"Bulls, bullocks and steers","Northern Territory",0
2008 8,"Bulls, bullocks and steers","Northern Territory",0
2008 9,"Bulls, bullocks and steers","Northern Territory",0
2008 10,"Bulls, bullocks and steers","Northern Territory",0
2008 11,"Bulls, bullocks and steers","Northern Territory",0
2008 12,"Bulls, bullocks and steers","Northern Territory",0
2009 1,"Bulls, bullocks and steers","Northern Territory",0
2009 2,"Bulls, bullocks and steers","Northern Territory",0
2009 3,"Bulls, bullocks and steers","Northern Territory",0
2009 4,"Bulls, bullocks and steers","Northern Territory",0
2009 5,"Bulls, bullocks and steers","Northern Territory",0
2009 6,"Bulls, bullocks and steers","Northern Territory",0
2009 7,"Bulls, bullocks and steers","Northern Territory",0
2009 8,"Bulls, bullocks and steers","Northern Territory",0
2009 9,"Bulls, bullocks and steers","Northern Territory",0
2009 10,"Bulls, bullocks and steers","Northern Territory",0
2009 11,"Bulls, bullocks and steers","Northern Territory",0
2009 12,"Bulls, bullocks and steers","Northern Territory",0
2010 1,"Bulls, bullocks and steers","Northern Territory",0
2010 2,"Bulls, bullocks and steers","Northern Territory",0
2010 3,"Bulls, bullocks and steers","Northern Territory",0
2010 4,"Bulls, bullocks and steers","Northern Territory",0
2010 5,"Bulls, bullocks and steers","Northern Territory",0
2010 6,"Bulls, bullocks and steers","Northern Territory",0
2010 7,"Bulls, bullocks and steers","Northern Territory",0
2010 8,"Bulls, bullocks and steers","Northern Territory",0
2010 9,"Bulls, bullocks and steers","Northern Territory",0
2010 10,"Bulls, bullocks and steers","Northern Territory",0
2010 11,"Bulls, bullocks and steers","Northern Territory",0
2010 12,"Bulls, bullocks and steers","Northern Territory",0
2011 1,"Bulls, bullocks and steers","Northern Territory",0
2011 2,"Bulls, bullocks and steers","Northern Territory",0
2011 3,"Bulls, bullocks and steers","Northern Territory",0
2011 4,"Bulls, bullocks and steers","Northern Territory",0
2011 5,"Bulls, bullocks and steers","Northern Territory",0
2011 6,"Bulls, bullocks and steers","Northern Territory",0
2011 7,"Bulls, bullocks and steers","Northern Territory",0
2011 8,"Bulls, bullocks and steers","Northern Territory",0
2011 9,"Bulls, bullocks and steers","Northern Territory",0
2011 10,"Bulls, bullocks and steers","Northern Territory",0
2011 11,"Bulls, bullocks and steers","Northern Territory",0
2011 12,"Bulls, bullocks and steers","Northern Territory",0
2012 1,"Bulls, bullocks and steers","Northern Territory",0
2012 2,"Bulls, bullocks and steers","Northern Territory",0
2012 3,"Bulls, bullocks and steers","Northern Territory",0
2012 4,"Bulls, bullocks and steers","Northern Territory",0
2012 5,"Bulls, bullocks and steers","Northern Territory",0
2012 6,"Bulls, bullocks and steers","Northern Territory",0
2012 7,"Bulls, bullocks and steers","Northern Territory",0
2012 8,"Bulls, bullocks and steers","Northern Territory",0
2012 9,"Bulls, bullocks and steers","Northern Territory",0
2012 10,"Bulls, bullocks and steers","Northern Territory",0
2012 11,"Bulls, bullocks and steers","Northern Territory",0
2012 12,"Bulls, bullocks and steers","Northern Territory",0
2013 1,"Bulls, bullocks and steers","Northern Territory",0
2013 2,"Bulls, bullocks and steers","Northern Territory",0
2013 3,"Bulls, bullocks and steers","Northern Territory",0
2013 4,"Bulls, bullocks and steers","Northern Territory",0
2013 5,"Bulls, bullocks and steers","Northern Territory",0
2013 6,"Bulls, bullocks and steers","Northern Territory",0
2013 7,"Bulls, bullocks and steers","Northern Territory",0
2013 8,"Bulls, bullocks and steers","Northern Territory",0
2013 9,"Bulls, bullocks and steers","Northern Territory",0
2013 10,"Bulls, bullocks and steers","Northern Territory",0
2013 11,"Bulls, bullocks and steers","Northern Territory",0
2013 12,"Bulls, bullocks and steers","Northern Territory",0
2014 1,"Bulls, bullocks and steers","Northern Territory",0
2014 2,"Bulls, bullocks and steers","Northern Territory",0
2014 3,"Bulls, bullocks and steers","Northern Territory",0
2014 4,"Bulls, bullocks and steers","Northern Territory",0
2014 5,"Bulls, bullocks and steers","Northern Territory",0
2014 6,"Bulls, bullocks and steers","Northern Territory",0
2014 7,"Bulls, bullocks and steers","Northern Territory",0
2014 8,"Bulls, bullocks and steers","Northern Territory",0
2014 9,"Bulls, bullocks and steers","Northern Territory",0
2014 10,"Bulls, bullocks and steers","Northern Territory",0
2014 11,"Bulls, bullocks and steers","Northern Territory",0
2014 12,"Bulls, bullocks and steers","Northern Territory",0
2015 1,"Bulls, bullocks and steers","Northern Territory",0
2015 2,"Bulls, bullocks and steers","Northern Territory",0
2015 3,"Bulls, bullocks and steers","Northern Territory",0
2015 4,"Bulls, bullocks and steers","Northern Territory",0
2015 5,"Bulls, bullocks and steers","Northern Territory",0
2015 6,"Bulls, bullocks and steers","Northern Territory",0
2015 7,"Bulls, bullocks and steers","Northern Territory",0
2015 8,"Bulls, bullocks and steers","Northern Territory",0
2015 9,"Bulls, bullocks and steers","Northern Territory",0
2015 10,"Bulls, bullocks and steers","Northern Territory",0
2015 11,"Bulls, bullocks and steers","Northern Territory",0
2015 12,"Bulls, bullocks and steers","Northern Territory",0
2016 1,"Bulls, bullocks and steers","Northern Territory",0
2016 2,"Bulls, bullocks and steers","Northern Territory",0
2016 3,"Bulls, bullocks and steers","Northern Territory",0
2016 4,"Bulls, bullocks and steers","Northern Territory",0
2016 5,"Bulls, bullocks and steers","Northern Territory",0
2016 6,"Bulls, bullocks and steers","Northern Territory",0
2016 7,"Bulls, bullocks and steers","Northern Territory",0
2016 8,"Bulls, bullocks and steers","Northern Territory",0
2016 9,"Bulls, bullocks and steers","Northern Territory",0
2016 10,"Bulls, bullocks and steers","Northern Territory",0
2016 11,"Bulls, bullocks and steers","Northern Territory",0
2016 12,"Bulls, bullocks and steers","Northern Territory",0
2017 1,"Bulls, bullocks and steers","Northern Territory",0
2017 2,"Bulls, bullocks and steers","Northern Territory",0
2017 3,"Bulls, bullocks and steers","Northern Territory",0
2017 4,"Bulls, bullocks and steers","Northern Territory",0
2017 5,"Bulls, bullocks and steers","Northern Territory",0
2017 6,"Bulls, bullocks and steers","Northern Territory",0
2017 7,"Bulls, bullocks and steers","Northern Territory",0
2017 8,"Bulls, bullocks and steers","Northern Territory",0
2017 9,"Bulls, bullocks and steers","Northern Territory",0
2017 10,"Bulls, bullocks and steers","Northern Territory",0
2017 11,"Bulls, bullocks and steers","Northern Territory",0
2017 12,"Bulls, bullocks and steers","Northern Territory",0
2018 1,"Bulls, bullocks and steers","Northern Territory",0
2018 2,"Bulls, bullocks and steers","Northern Territory",0
2018 3,"Bulls, bullocks and steers","Northern Territory",0
2018 4,"Bulls, bullocks and steers","Northern Territory",0
2018 5,"Bulls, bullocks and steers","Northern Territory",0
2018 6,"Bulls, bullocks and steers","Northern Territory",0
2018 7,"Bulls, bullocks and steers","Northern Territory",0
2018 8,"Bulls, bullocks and steers","Northern Territory",0
2018 9,"Bulls, bullocks and steers","Northern Territory",0
2018 10,"Bulls, bullocks and steers","Northern Territory",0
2018 11,"Bulls, bullocks and steers","Northern Territory",0
2018 12,"Bulls, bullocks and steers","Northern Territory",0
1976 7,"Bulls, bullocks and steers","Queensland",126100
1976 8,"Bulls, bullocks and steers","Queensland",116600
1976 9,"Bulls, bullocks and steers","Queensland",119800
1976 10,"Bulls, bullocks and steers","Queensland",108400
1976 11,"Bulls, bullocks and steers","Queensland",89100
1976 12,"Bulls, bullocks and steers","Queensland",68000
1977 1,"Bulls, bullocks and steers","Queensland",67600
1977 2,"Bulls, bullocks and steers","Queensland",88500
1977 3,"Bulls, bullocks and steers","Queensland",106800
1977 4,"Bulls, bullocks and steers","Queensland",95700
1977 5,"Bulls, bullocks and steers","Queensland",112000
1977 6,"Bulls, bullocks and steers","Queensland",115000
1977 7,"Bulls, bullocks and steers","Queensland",119600
1977 8,"Bulls, bullocks and steers","Queensland",122700
1977 9,"Bulls, bullocks and steers","Queensland",137900
1977 10,"Bulls, bullocks and steers","Queensland",134400
1977 11,"Bulls, bullocks and steers","Queensland",119500
1977 12,"Bulls, bullocks and steers","Queensland",71700
1978 1,"Bulls, bullocks and steers","Queensland",70600
1978 2,"Bulls, bullocks and steers","Queensland",80600
1978 3,"Bulls, bullocks and steers","Queensland",118400
1978 4,"Bulls, bullocks and steers","Queensland",125300
1978 5,"Bulls, bullocks and steers","Queensland",155300
1978 6,"Bulls, bullocks and steers","Queensland",140000
1978 7,"Bulls, bullocks and steers","Queensland",137900
1978 8,"Bulls, bullocks and steers","Queensland",133100
1978 9,"Bulls, bullocks and steers","Queensland",154300
1978 10,"Bulls, bullocks and steers","Queensland",142100
1978 11,"Bulls, bullocks and steers","Queensland",139400
1978 12,"Bulls, bullocks and steers","Queensland",102500
1979 1,"Bulls, bullocks and steers","Queensland",96000
1979 2,"Bulls, bullocks and steers","Queensland",109300
1979 3,"Bulls, bullocks and steers","Queensland",141900
1979 4,"Bulls, bullocks and steers","Queensland",124700
1979 5,"Bulls, bullocks and steers","Queensland",135700
1979 6,"Bulls, bullocks and steers","Queensland",127400
1979 7,"Bulls, bullocks and steers","Queensland",148600
1979 8,"Bulls, bullocks and steers","Queensland",141700
1979 9,"Bulls, bullocks and steers","Queensland",143100
1979 10,"Bulls, bullocks and steers","Queensland",144400
1979 11,"Bulls, bullocks and steers","Queensland",93500
1979 12,"Bulls, bullocks and steers","Queensland",50900
1980 1,"Bulls, bullocks and steers","Queensland",53200
1980 2,"Bulls, bullocks and steers","Queensland",69400
1980 3,"Bulls, bullocks and steers","Queensland",80300
1980 4,"Bulls, bullocks and steers","Queensland",119100
1980 5,"Bulls, bullocks and steers","Queensland",141100
1980 6,"Bulls, bullocks and steers","Queensland",128400
1980 7,"Bulls, bullocks and steers","Queensland",168800
1980 8,"Bulls, bullocks and steers","Queensland",141100
1980 9,"Bulls, bullocks and steers","Queensland",134300
1980 10,"Bulls, bullocks and steers","Queensland",116300
1980 11,"Bulls, bullocks and steers","Queensland",62600
1980 12,"Bulls, bullocks and steers","Queensland",48100
1981 1,"Bulls, bullocks and steers","Queensland",37200
1981 2,"Bulls, bullocks and steers","Queensland",48100
1981 3,"Bulls, bullocks and steers","Queensland",72700
1981 4,"Bulls, bullocks and steers","Queensland",88000
1981 5,"Bulls, bullocks and steers","Queensland",119200
1981 6,"Bulls, bullocks and steers","Queensland",112500
1981 7,"Bulls, bullocks and steers","Queensland",141900
1981 8,"Bulls, bullocks and steers","Queensland",134300
1981 9,"Bulls, bullocks and steers","Queensland",151700
1981 10,"Bulls, bullocks and steers","Queensland",162200
1981 11,"Bulls, bullocks and steers","Queensland",103200
1981 12,"Bulls, bullocks and steers","Queensland",79400
1982 1,"Bulls, bullocks and steers","Queensland",67700
1982 2,"Bulls, bullocks and steers","Queensland",92200
1982 3,"Bulls, bullocks and steers","Queensland",125700
1982 4,"Bulls, bullocks and steers","Queensland",128300
1982 5,"Bulls, bullocks and steers","Queensland",151000
1982 6,"Bulls, bullocks and steers","Queensland",155400
1982 7,"Bulls, bullocks and steers","Queensland",178900
1982 8,"Bulls, bullocks and steers","Queensland",118900
1982 9,"Bulls, bullocks and steers","Queensland",152200
1982 10,"Bulls, bullocks and steers","Queensland",116800
1982 11,"Bulls, bullocks and steers","Queensland",89800
1982 12,"Bulls, bullocks and steers","Queensland",54400
1983 1,"Bulls, bullocks and steers","Queensland",42700
1983 2,"Bulls, bullocks and steers","Queensland",72000
1983 3,"Bulls, bullocks and steers","Queensland",125800
1983 4,"Bulls, bullocks and steers","Queensland",113900
1983 5,"Bulls, bullocks and steers","Queensland",106500
1983 6,"Bulls, bullocks and steers","Queensland",134100
1983 7,"Bulls, bullocks and steers","Queensland",140100
1983 8,"Bulls, bullocks and steers","Queensland",141200
1983 9,"Bulls, bullocks and steers","Queensland",146700
1983 10,"Bulls, bullocks and steers","Queensland",127000
1983 11,"Bulls, bullocks and steers","Queensland",105300
1983 12,"Bulls, bullocks and steers","Queensland",61500
1984 1,"Bulls, bullocks and steers","Queensland",62600
1984 2,"Bulls, bullocks and steers","Queensland",95400
1984 3,"Bulls, bullocks and steers","Queensland",102300
1984 4,"Bulls, bullocks and steers","Queensland",106500
1984 5,"Bulls, bullocks and steers","Queensland",132600
1984 6,"Bulls, bullocks and steers","Queensland",141400
1984 7,"Bulls, bullocks and steers","Queensland",136800
1984 8,"Bulls, bullocks and steers","Queensland",126400
1984 9,"Bulls, bullocks and steers","Queensland",116300
1984 10,"Bulls, bullocks and steers","Queensland",107000
1984 11,"Bulls, bullocks and steers","Queensland",92700
1984 12,"Bulls, bullocks and steers","Queensland",56000
1985 1,"Bulls, bullocks and steers","Queensland",64200
1985 2,"Bulls, bullocks and steers","Queensland",71500
1985 3,"Bulls, bullocks and steers","Queensland",120100
1985 4,"Bulls, bullocks and steers","Queensland",136200
1985 5,"Bulls, bullocks and steers","Queensland",155300
1985 6,"Bulls, bullocks and steers","Queensland",128500
1985 7,"Bulls, bullocks and steers","Queensland",144200
1985 8,"Bulls, bullocks and steers","Queensland",121400
1985 9,"Bulls, bullocks and steers","Queensland",124000
1985 10,"Bulls, bullocks and steers","Queensland",109300
1985 11,"Bulls, bullocks and steers","Queensland",91000
1985 12,"Bulls, bullocks and steers","Queensland",67500
1986 1,"Bulls, bullocks and steers","Queensland",74600
1986 2,"Bulls, bullocks and steers","Queensland",93700
1986 3,"Bulls, bullocks and steers","Queensland",108900
1986 4,"Bulls, bullocks and steers","Queensland",145100
1986 5,"Bulls, bullocks and steers","Queensland",119400
1986 6,"Bulls, bullocks and steers","Queensland",128500
1986 7,"Bulls, bullocks and steers","Queensland",158100
1986 8,"Bulls, bullocks and steers","Queensland",142500
1986 9,"Bulls, bullocks and steers","Queensland",144200
1986 10,"Bulls, bullocks and steers","Queensland",145600
1986 11,"Bulls, bullocks and steers","Queensland",126200
1986 12,"Bulls, bullocks and steers","Queensland",95400
1987 1,"Bulls, bullocks and steers","Queensland",74500
1987 2,"Bulls, bullocks and steers","Queensland",99400
1987 3,"Bulls, bullocks and steers","Queensland",111400
1987 4,"Bulls, bullocks and steers","Queensland",125500
1987 5,"Bulls, bullocks and steers","Queensland",129700
1987 6,"Bulls, bullocks and steers","Queensland",130700
1987 7,"Bulls, bullocks and steers","Queensland",154600
1987 8,"Bulls, bullocks and steers","Queensland",135800
1987 9,"Bulls, bullocks and steers","Queensland",148500
1987 10,"Bulls, bullocks and steers","Queensland",160800
1987 11,"Bulls, bullocks and steers","Queensland",129600
1987 12,"Bulls, bullocks and steers","Queensland",87100
1988 1,"Bulls, bullocks and steers","Queensland",71500
1988 2,"Bulls, bullocks and steers","Queensland",103300
1988 3,"Bulls, bullocks and steers","Queensland",130200
1988 4,"Bulls, bullocks and steers","Queensland",110500
1988 5,"Bulls, bullocks and steers","Queensland",115900
1988 6,"Bulls, bullocks and steers","Queensland",131000
1988 7,"Bulls, bullocks and steers","Queensland",117900
1988 8,"Bulls, bullocks and steers","Queensland",134000
1988 9,"Bulls, bullocks and steers","Queensland",154900
1988 10,"Bulls, bullocks and steers","Queensland",128700
1988 11,"Bulls, bullocks and steers","Queensland",133200
1988 12,"Bulls, bullocks and steers","Queensland",84700
1989 1,"Bulls, bullocks and steers","Queensland",58200
1989 2,"Bulls, bullocks and steers","Queensland",98900
1989 3,"Bulls, bullocks and steers","Queensland",122800
1989 4,"Bulls, bullocks and steers","Queensland",103400
1989 5,"Bulls, bullocks and steers","Queensland",119900
1989 6,"Bulls, bullocks and steers","Queensland",136600
1989 7,"Bulls, bullocks and steers","Queensland",138400
1989 8,"Bulls, bullocks and steers","Queensland",142200
1989 9,"Bulls, bullocks and steers","Queensland",148100
1989 10,"Bulls, bullocks and steers","Queensland",146500
1989 11,"Bulls, bullocks and steers","Queensland",145900
1989 12,"Bulls, bullocks and steers","Queensland",109000
1990 1,"Bulls, bullocks and steers","Queensland",73600
1990 2,"Bulls, bullocks and steers","Queensland",126200
1990 3,"Bulls, bullocks and steers","Queensland",159200
1990 4,"Bulls, bullocks and steers","Queensland",96600
1990 5,"Bulls, bullocks and steers","Queensland",119200
1990 6,"Bulls, bullocks and steers","Queensland",148600
1990 7,"Bulls, bullocks and steers","Queensland",151400
1990 8,"Bulls, bullocks and steers","Queensland",155100
1990 9,"Bulls, bullocks and steers","Queensland",173700
1990 10,"Bulls, bullocks and steers","Queensland",171900
1990 11,"Bulls, bullocks and steers","Queensland",164000
1990 12,"Bulls, bullocks and steers","Queensland",123900
1991 1,"Bulls, bullocks and steers","Queensland",72200
1991 2,"Bulls, bullocks and steers","Queensland",107200
1991 3,"Bulls, bullocks and steers","Queensland",121000
1991 4,"Bulls, bullocks and steers","Queensland",128700
1991 5,"Bulls, bullocks and steers","Queensland",149600
1991 6,"Bulls, bullocks and steers","Queensland",155800
1991 7,"Bulls, bullocks and steers","Queensland",169800
1991 8,"Bulls, bullocks and steers","Queensland",165200
1991 9,"Bulls, bullocks and steers","Queensland",174600
1991 10,"Bulls, bullocks and steers","Queensland",175500
1991 11,"Bulls, bullocks and steers","Queensland",162000
1991 12,"Bulls, bullocks and steers","Queensland",103300
1992 1,"Bulls, bullocks and steers","Queensland",68300
1992 2,"Bulls, bullocks and steers","Queensland",111700
1992 3,"Bulls, bullocks and steers","Queensland",142700
1992 4,"Bulls, bullocks and steers","Queensland",134600
1992 5,"Bulls, bullocks and steers","Queensland",138200
1992 6,"Bulls, bullocks and steers","Queensland",134500
1992 7,"Bulls, bullocks and steers","Queensland",150100
1992 8,"Bulls, bullocks and steers","Queensland",156800
1992 9,"Bulls, bullocks and steers","Queensland",168500
1992 10,"Bulls, bullocks and steers","Queensland",157700
1992 11,"Bulls, bullocks and steers","Queensland",164900
1992 12,"Bulls, bullocks and steers","Queensland",113000
1993 1,"Bulls, bullocks and steers","Queensland",85300
1993 2,"Bulls, bullocks and steers","Queensland",117900
1993 3,"Bulls, bullocks and steers","Queensland",137000
1993 4,"Bulls, bullocks and steers","Queensland",147000
1993 5,"Bulls, bullocks and steers","Queensland",156200
1993 6,"Bulls, bullocks and steers","Queensland",158600
1993 7,"Bulls, bullocks and steers","Queensland",171600
1993 8,"Bulls, bullocks and steers","Queensland",170800
1993 9,"Bulls, bullocks and steers","Queensland",168900
1993 10,"Bulls, bullocks and steers","Queensland",172900
1993 11,"Bulls, bullocks and steers","Queensland",166200
1993 12,"Bulls, bullocks and steers","Queensland",101100
1994 1,"Bulls, bullocks and steers","Queensland",82900
1994 2,"Bulls, bullocks and steers","Queensland",126800
1994 3,"Bulls, bullocks and steers","Queensland",132900
1994 4,"Bulls, bullocks and steers","Queensland",125400
1994 5,"Bulls, bullocks and steers","Queensland",155800
1994 6,"Bulls, bullocks and steers","Queensland",125200
1994 7,"Bulls, bullocks and steers","Queensland",148900
1994 8,"Bulls, bullocks and steers","Queensland",155500
1994 9,"Bulls, bullocks and steers","Queensland",179900
1994 10,"Bulls, bullocks and steers","Queensland",152800
1994 11,"Bulls, bullocks and steers","Queensland",160000
1994 12,"Bulls, bullocks and steers","Queensland",120100
1995 1,"Bulls, bullocks and steers","Queensland",71700
1995 2,"Bulls, bullocks and steers","Queensland",95700
1995 3,"Bulls, bullocks and steers","Queensland",113800
1995 4,"Bulls, bullocks and steers","Queensland",109200
1995 5,"Bulls, bullocks and steers","Queensland",125700
