"","Quarter","Region","State","Purpose","Trips"
"2150",16526,"Australia's South West","Western Australia","Other",27.4814022
"2151",16617,"Australia's South West","Western Australia","Other",30.6013922
"2152",16709,"Australia's South West","Western Australia","Other",22.8632098
"2153",16801,"Australia's South West","Western Australia","Other",19.5533743
"2154",16892,"Australia's South West","Western Australia","Other",25.5960786
"2155",16983,"Australia's South West","Western Australia","Other",30.9555421
"2156",17075,"Australia's South West","Western Australia","Other",9.1728193
"2157",17167,"Australia's South West","Western Australia","Other",35.5330176
"2158",17257,"Australia's South West","Western Australia","Other",34.8351768
"2159",17348,"Australia's South West","Western Australia","Other",17.6312855
"2160",17440,"Australia's South West","Western Australia","Other",34.8938704
"2161",10227,"Australia's South West","Western Australia","Visiting",116.9707457
"2162",10317,"Australia's South West","Western Australia","Visiting",106.0446495
"2163",10408,"Australia's South West","Western Australia","Visiting",102.6416666
"2164",10500,"Australia's South West","Western Australia","Visiting",155.8773876
"2165",10592,"Australia's South West","Western Australia","Visiting",134.385712
"2166",10682,"Australia's South West","Western Australia","Visiting",161.5310845
"2167",10773,"Australia's South West","Western Australia","Visiting",107.0909919
"2168",10865,"Australia's South West","Western Australia","Visiting",118.5790052
"2169",10957,"Australia's South West","Western Australia","Visiting",110.6254228
"2170",11048,"Australia's South West","Western Australia","Visiting",120.2535698
"2171",11139,"Australia's South West","Western Australia","Visiting",119.6037674
"2172",11231,"Australia's South West","Western Australia","Visiting",148.3429153
"2173",11323,"Australia's South West","Western Australia","Visiting",144.4198553
"2174",11413,"Australia's South West","Western Australia","Visiting",121.0725724
"2175",11504,"Australia's South West","Western Australia","Visiting",125.8613128
"2176",11596,"Australia's South West","Western Australia","Visiting",134.3537684
"2177",11688,"Australia's South West","Western Australia","Visiting",169.3001549
"2178",11778,"Australia's South West","Western Australia","Visiting",144.7093397
"2179",11869,"Australia's South West","Western Australia","Visiting",139.6767114
"2180",11961,"Australia's South West","Western Australia","Visiting",129.1351797
"2181",12053,"Australia's South West","Western Australia","Visiting",170.8119353
"2182",12143,"Australia's South West","Western Australia","Visiting",160.3265376
"2183",12234,"Australia's South West","Western Australia","Visiting",116.9307236
"2184",12326,"Australia's South West","Western Australia","Visiting",147.9948715
"2185",12418,"Australia's South West","Western Australia","Visiting",123.2422963
"2186",12509,"Australia's South West","Western Australia","Visiting",162.9768378
"2187",12600,"Australia's South West","Western Australia","Visiting",124.356668
"2188",12692,"Australia's South West","Western Australia","Visiting",125.7465476
"2189",12784,"Australia's South West","Western Australia","Visiting",159.6526687
"2190",12874,"Australia's South West","Western Australia","Visiting",113.443918
"2191",12965,"Australia's South West","Western Australia","Visiting",119.8835984
"2192",13057,"Australia's South West","Western Australia","Visiting",160.0601975
"2193",13149,"Australia's South West","Western Australia","Visiting",167.23923
"2194",13239,"Australia's South West","Western Australia","Visiting",166.06198
"2195",13330,"Australia's South West","Western Australia","Visiting",113.844009
"2196",13422,"Australia's South West","Western Australia","Visiting",159.907409
"2197",13514,"Australia's South West","Western Australia","Visiting",174.5096014
"2198",13604,"Australia's South West","Western Australia","Visiting",150.6013834
"2199",13695,"Australia's South West","Western Australia","Visiting",113.5667689
"2200",13787,"Australia's South West","Western Australia","Visiting",117.1652929
"2201",13879,"Australia's South West","Western Australia","Visiting",157.4650829
"2202",13970,"Australia's South West","Western Australia","Visiting",93.7121325
"2203",14061,"Australia's South West","Western Australia","Visiting",73.9422157
"2204",14153,"Australia's South West","Western Australia","Visiting",146.6873663
"2205",14245,"Australia's South West","Western Australia","Visiting",149.7889801
"2206",14335,"Australia's South West","Western Australia","Visiting",111.9649127
"2207",14426,"Australia's South West","Western Australia","Visiting",98.5913676
"2208",14518,"Australia's South West","Western Australia","Visiting",121.4919101
"2209",14610,"Australia's South West","Western Australia","Visiting",96.7530155
"2210",14700,"Australia's South West","Western Australia","Visiting",102.1792746
"2211",14791,"Australia's South West","Western Australia","Visiting",76.2071606
"2212",14883,"Australia's South West","Western Australia","Visiting",137.2463888
"2213",14975,"Australia's South West","Western Australia","Visiting",152.1257239
"2214",15065,"Australia's South West","Western Australia","Visiting",99.1771927
"2215",15156,"Australia's South West","Western Australia","Visiting",79.5961256
"2216",15248,"Australia's South West","Western Australia","Visiting",129.8232846
"2217",15340,"Australia's South West","Western Australia","Visiting",148.8653254
"2218",15431,"Australia's South West","Western Australia","Visiting",112.9639954
"2219",15522,"Australia's South West","Western Australia","Visiting",110.7400183
"2220",15614,"Australia's South West","Western Australia","Visiting",177.7249874
"2221",15706,"Australia's South West","Western Australia","Visiting",144.3143098
"2222",15796,"Australia's South West","Western Australia","Visiting",152.2492174
"2223",15887,"Australia's South West","Western Australia","Visiting",119.8042096
"2224",15979,"Australia's South West","Western Australia","Visiting",108.645531
"2225",16071,"Australia's South West","Western Australia","Visiting",257.1852681
"2226",16161,"Australia's South West","Western Australia","Visiting",200.8175852
"2227",16252,"Australia's South West","Western Australia","Visiting",176.4987277
"2228",16344,"Australia's South West","Western Australia","Visiting",174.2949759
"2229",16436,"Australia's South West","Western Australia","Visiting",212.9783218
"2230",16526,"Australia's South West","Western Australia","Visiting",249.9041038
"2231",16617,"Australia's South West","Western Australia","Visiting",119.4211965
"2232",16709,"Australia's South West","Western Australia","Visiting",223.3464914
"2233",16801,"Australia's South West","Western Australia","Visiting",267.934342
"2234",16892,"Australia's South West","Western Australia","Visiting",167.3084352
"2235",16983,"Australia's South West","Western Australia","Visiting",150.4257718
"2236",17075,"Australia's South West","Western Australia","Visiting",222.6217525
"2237",17167,"Australia's South West","Western Australia","Visiting",254.0440936
"2238",17257,"Australia's South West","Western Australia","Visiting",219.2570384
"2239",17348,"Australia's South West","Western Australia","Visiting",188.4833189
"2240",17440,"Australia's South West","Western Australia","Visiting",209.8460091
"2241",10227,"Ballarat","Victoria","Business",45.7557152
"2242",10317,"Ballarat","Victoria","Business",12.5608381
"2243",10408,"Ballarat","Victoria","Business",25.9308901
"2244",10500,"Ballarat","Victoria","Business",9.70202
"2245",10592,"Ballarat","Victoria","Business",31.3231929
"2246",10682,"Ballarat","Victoria","Business",23.9518982
"2247",10773,"Ballarat","Victoria","Business",26.8571211
"2248",10865,"Ballarat","Victoria","Business",9.7031649
"2249",10957,"Ballarat","Victoria","Business",10.5068928
"2250",11048,"Ballarat","Victoria","Business",31.4948993
"2251",11139,"Ballarat","Victoria","Business",13.7574767
"2252",11231,"Ballarat","Victoria","Business",33.0114786
"2253",11323,"Ballarat","Victoria","Business",26.5250174
"2254",11413,"Ballarat","Victoria","Business",28.2935613
"2255",11504,"Ballarat","Victoria","Business",25.3144843
"2256",11596,"Ballarat","Victoria","Business",20.6783169
"2257",11688,"Ballarat","Victoria","Business",25.3086883
"2258",11778,"Ballarat","Victoria","Business",17.7257787
"2259",11869,"Ballarat","Victoria","Business",24.9530831
"2260",11961,"Ballarat","Victoria","Business",31.3567752
"2261",12053,"Ballarat","Victoria","Business",3.430495
"2262",12143,"Ballarat","Victoria","Business",11.6787229
"2263",12234,"Ballarat","Victoria","Business",30.4858979
"2264",12326,"Ballarat","Victoria","Business",60.8552776
"2265",12418,"Ballarat","Victoria","Business",2.8385875
"2266",12509,"Ballarat","Victoria","Business",42.8620133
"2267",12600,"Ballarat","Victoria","Business",27.3097405
"2268",12692,"Ballarat","Victoria","Business",32.1753485
"2269",12784,"Ballarat","Victoria","Business",16.4898007
"2270",12874,"Ballarat","Victoria","Business",3.2541356
"2271",12965,"Ballarat","Victoria","Business",18.7054869
"2272",13057,"Ballarat","Victoria","Business",18.9688615
"2273",13149,"Ballarat","Victoria","Business",12.521509
"2274",13239,"Ballarat","Victoria","Business",11.068328
"2275",13330,"Ballarat","Victoria","Business",18.430783
"2276",13422,"Ballarat","Victoria","Business",12.895013
"2277",13514,"Ballarat","Victoria","Business",13.645051
"2278",13604,"Ballarat","Victoria","Business",37.0616143
"2279",13695,"Ballarat","Victoria","Business",20.0763492
"2280",13787,"Ballarat","Victoria","Business",17.9721539
"2281",13879,"Ballarat","Victoria","Business",21.8532829
"2282",13970,"Ballarat","Victoria","Business",37.087457
"2283",14061,"Ballarat","Victoria","Business",10.6644261
"2284",14153,"Ballarat","Victoria","Business",14.9108817
"2285",14245,"Ballarat","Victoria","Business",3.0367615
"2286",14335,"Ballarat","Victoria","Business",5.5517793
"2287",14426,"Ballarat","Victoria","Business",20.9799222
"2288",14518,"Ballarat","Victoria","Business",12.5904206
"2289",14610,"Ballarat","Victoria","Business",14.8011442
"2290",14700,"Ballarat","Victoria","Business",22.0571796
"2291",14791,"Ballarat","Victoria","Business",16.291346
"2292",14883,"Ballarat","Victoria","Business",7.3988489
"2293",14975,"Ballarat","Victoria","Business",27.0895221
"2294",15065,"Ballarat","Victoria","Business",9.9112679
"2295",15156,"Ballarat","Victoria","Business",18.8159285
"2296",15248,"Ballarat","Victoria","Business",11.3479767
"2297",15340,"Ballarat","Victoria","Business",27.5994008
"2298",15431,"Ballarat","Victoria","Business",17.8880841
"2299",15522,"Ballarat","Victoria","Business",24.6489243
"2300",15614,"Ballarat","Victoria","Business",16.9544306
"2301",15706,"Ballarat","Victoria","Business",14.4520925
"2302",15796,"Ballarat","Victoria","Business",15.6047555
"2303",15887,"Ballarat","Victoria","Business",20.4625867
"2304",15979,"Ballarat","Victoria","Business",30.9898431
"2305",16071,"Ballarat","Victoria","Business",3.3788512
"2306",16161,"Ballarat","Victoria","Business",15.5998982
"2307",16252,"Ballarat","Victoria","Business",32.5475963
"2308",16344,"Ballarat","Victoria","Business",30.8140059
"2309",16436,"Ballarat","Victoria","Business",18.7315361
"2310",16526,"Ballarat","Victoria","Business",21.2919013
"2311",16617,"Ballarat","Victoria","Business",31.8851666
"2312",16709,"Ballarat","Victoria","Business",5.6551942
"2313",16801,"Ballarat","Victoria","Business",16.9195236
"2314",16892,"Ballarat","Victoria","Business",38.016991
"2315",16983,"Ballarat","Victoria","Business",14.6727129
"2316",17075,"Ballarat","Victoria","Business",24.502177
"2317",17167,"Ballarat","Victoria","Business",32.649046
"2318",17257,"Ballarat","Victoria","Business",36.5561578
"2319",17348,"Ballarat","Victoria","Business",11.8492774
"2320",17440,"Ballarat","Victoria","Business",35.041218
"2321",10227,"Ballarat","Victoria","Holiday",69.0591529
"2322",10317,"Ballarat","Victoria","Holiday",37.2995737
"2323",10408,"Ballarat","Victoria","Holiday",38.0063102
"2324",10500,"Ballarat","Victoria","Holiday",38.8054852
"2325",10592,"Ballarat","Victoria","Holiday",53.2730361
"2326",10682,"Ballarat","Victoria","Holiday",66.4775574
"2327",10773,"Ballarat","Victoria","Holiday",41.2077256
"2328",10865,"Ballarat","Victoria","Holiday",63.4917834
"2329",10957,"Ballarat","Victoria","Holiday",55.6408359
"2330",11048,"Ballarat","Victoria","Holiday",61.8047077
"2331",11139,"Ballarat","Victoria","Holiday",49.0209934
"2332",11231,"Ballarat","Victoria","Holiday",56.1507657
"2333",11323,"Ballarat","Victoria","Holiday",29.5362642
"2334",11413,"Ballarat","Victoria","Holiday",35.1127341
"2335",11504,"Ballarat","Victoria","Holiday",54.1672905
"2336",11596,"Ballarat","Victoria","Holiday",38.5704497
"2337",11688,"Ballarat","Victoria","Holiday",83.5474004
"2338",11778,"Ballarat","Victoria","Holiday",71.9506396
"2339",11869,"Ballarat","Victoria","Holiday",31.6506604
"2340",11961,"Ballarat","Victoria","Holiday",77.3279325
"2341",12053,"Ballarat","Victoria","Holiday",70.3080037
"2342",12143,"Ballarat","Victoria","Holiday",38.2388374
"2343",12234,"Ballarat","Victoria","Holiday",39.0116506
"2344",12326,"Ballarat","Victoria","Holiday",52.6191234
"2345",12418,"Ballarat","Victoria","Holiday",61.4590401
"2346",12509,"Ballarat","Victoria","Holiday",57.741366
"2347",12600,"Ballarat","Victoria","Holiday",47.208043
"2348",12692,"Ballarat","Victoria","Holiday",49.6309677
"2349",12784,"Ballarat","Victoria","Holiday",57.3781039
"2350",12874,"Ballarat","Victoria","Holiday",33.0937778
"2351",12965,"Ballarat","Victoria","Holiday",26.212082
"2352",13057,"Ballarat","Victoria","Holiday",30.0326866
"2353",13149,"Ballarat","Victoria","Holiday",65.417702
"2354",13239,"Ballarat","Victoria","Holiday",62.61567
"2355",13330,"Ballarat","Victoria","Holiday",38.693105
"2356",13422,"Ballarat","Victoria","Holiday",43.609088
"2357",13514,"Ballarat","Victoria","Holiday",71.9174665
"2358",13604,"Ballarat","Victoria","Holiday",61.7523897
"2359",13695,"Ballarat","Victoria","Holiday",38.3843652
"2360",13787,"Ballarat","Victoria","Holiday",59.8678861
"2361",13879,"Ballarat","Victoria","Holiday",67.9165538
"2362",13970,"Ballarat","Victoria","Holiday",39.3046267
"2363",14061,"Ballarat","Victoria","Holiday",47.9371789
"2364",14153,"Ballarat","Victoria","Holiday",34.9418464
"2365",14245,"Ballarat","Victoria","Holiday",38.5814917
"2366",14335,"Ballarat","Victoria","Holiday",40.0601268
"2367",14426,"Ballarat","Victoria","Holiday",35.5813246
"2368",14518,"Ballarat","Victoria","Holiday",29.4097017
"2369",14610,"Ballarat","Victoria","Holiday",38.4184931
"2370",14700,"Ballarat","Victoria","Holiday",77.3297281
"2371",14791,"Ballarat","Victoria","Holiday",51.4794752
"2372",14883,"Ballarat","Victoria","Holiday",55.0554785
"2373",14975,"Ballarat","Victoria","Holiday",52.7580614
"2374",15065,"Ballarat","Victoria","Holiday",48.217589
"2375",15156,"Ballarat","Victoria","Holiday",27.1224557
"2376",15248,"Ballarat","Victoria","Holiday",76.5634857
"2377",15340,"Ballarat","Victoria","Holiday",62.5406349
"2378",15431,"Ballarat","Victoria","Holiday",53.3021546
"2379",15522,"Ballarat","Victoria","Holiday",36.1577629
"2380",15614,"Ballarat","Victoria","Holiday",56.0298011
"2381",15706,"Ballarat","Victoria","Holiday",31.4717167
"2382",15796,"Ballarat","Victoria","Holiday",46.4573909
"2383",15887,"Ballarat","Victoria","Holiday",41.4700116
"2384",15979,"Ballarat","Victoria","Holiday",49.6228615
"2385",16071,"Ballarat","Victoria","Holiday",43.0416668
"2386",16161,"Ballarat","Victoria","Holiday",39.2274757
"2387",16252,"Ballarat","Victoria","Holiday",37.5758369
"2388",16344,"Ballarat","Victoria","Holiday",54.4281995
"2389",16436,"Ballarat","Victoria","Holiday",49.9217981
"2390",16526,"Ballarat","Victoria","Holiday",44.5574234
"2391",16617,"Ballarat","Victoria","Holiday",40.4807612
"2392",16709,"Ballarat","Victoria","Holiday",30.9546311
"2393",16801,"Ballarat","Victoria","Holiday",31.5572426
"2394",16892,"Ballarat","Victoria","Holiday",66.5526103
"2395",16983,"Ballarat","Victoria","Holiday",47.1076444
"2396",17075,"Ballarat","Victoria","Holiday",45.0531216
"2397",17167,"Ballarat","Victoria","Holiday",66.7926002
"2398",17257,"Ballarat","Victoria","Holiday",58.4049128
"2399",17348,"Ballarat","Victoria","Holiday",36.8082275
"2400",17440,"Ballarat","Victoria","Holiday",65.4857152
"2401",10227,"Ballarat","Victoria","Other",0
"2402",10317,"Ballarat","Victoria","Other",6.9718013
"2403",10408,"Ballarat","Victoria","Other",0
"2404",10500,"Ballarat","Victoria","Other",0
"2405",10592,"Ballarat","Victoria","Other",23.3735481
"2406",10682,"Ballarat","Victoria","Other",6.3642362
"2407",10773,"Ballarat","Victoria","Other",0
"2408",10865,"Ballarat","Victoria","Other",4.2359086
"2409",10957,"Ballarat","Victoria","Other",9.4253577
"2410",11048,"Ballarat","Victoria","Other",16.637191
"2411",11139,"Ballarat","Victoria","Other",2.1581551
"2412",11231,"Ballarat","Victoria","Other",0
"2413",11323,"Ballarat","Victoria","Other",0
"2414",11413,"Ballarat","Victoria","Other",6.9651353
"2415",11504,"Ballarat","Victoria","Other",0
"2416",11596,"Ballarat","Victoria","Other",6.0378677
"2417",11688,"Ballarat","Victoria","Other",8.5943975
"2418",11778,"Ballarat","Victoria","Other",0
"2419",11869,"Ballarat","Victoria","Other",2.1937836
"2420",11961,"Ballarat","Victoria","Other",2.8425344
"2421",12053,"Ballarat","Victoria","Other",24.0455255
"2422",12143,"Ballarat","Victoria","Other",0
"2423",12234,"Ballarat","Victoria","Other",20.0766399
"2424",12326,"Ballarat","Victoria","Other",3.4131074
"2425",12418,"Ballarat","Victoria","Other",0
"2426",12509,"Ballarat","Victoria","Other",3.9367105
"2427",12600,"Ballarat","Victoria","Other",0
"2428",12692,"Ballarat","Victoria","Other",12.5530727
"2429",12784,"Ballarat","Victoria","Other",4.705052
"2430",12874,"Ballarat","Victoria","Other",1.6694733
"2431",12965,"Ballarat","Victoria","Other",9.915156
"2432",13057,"Ballarat","Victoria","Other",1.8705798
"2433",13149,"Ballarat","Victoria","Other",18.204865
"2434",13239,"Ballarat","Victoria","Other",4.096318
"2435",13330,"Ballarat","Victoria","Other",1.610144
"2436",13422,"Ballarat","Victoria","Other",5.734056
"2437",13514,"Ballarat","Victoria","Other",1.8302748
"2438",13604,"Ballarat","Victoria","Other",7.0166539
"2439",13695,"Ballarat","Victoria","Other",0
"2440",13787,"Ballarat","Victoria","Other",3.6569908
"2441",13879,"Ballarat","Victoria","Other",0.4965245
"2442",13970,"Ballarat","Victoria","Other",6.9878755
"2443",14061,"Ballarat","Victoria","Other",6.1821239
"2444",14153,"Ballarat","Victoria","Other",0
"2445",14245,"Ballarat","Victoria","Other",4.4098115
"2446",14335,"Ballarat","Victoria","Other",4.0962668
"2447",14426,"Ballarat","Victoria","Other",9.2417738
"2448",14518,"Ballarat","Victoria","Other",2.1534311
"2449",14610,"Ballarat","Victoria","Other",4.9800772
"2450",14700,"Ballarat","Victoria","Other",5.9785731
"2451",14791,"Ballarat","Victoria","Other",0
"2452",14883,"Ballarat","Victoria","Other",6.7642302
"2453",14975,"Ballarat","Victoria","Other",8.3009811
"2454",15065,"Ballarat","Victoria","Other",6.4314831
"2455",15156,"Ballarat","Victoria","Other",4.4127667
"2456",15248,"Ballarat","Victoria","Other",2.1310203
"2457",15340,"Ballarat","Victoria","Other",6.9866157
"2458",15431,"Ballarat","Victoria","Other",11.4524749
"2459",15522,"Ballarat","Victoria","Other",8.2612204
"2460",15614,"Ballarat","Victoria","Other",7.3284581
"2461",15706,"Ballarat","Victoria","Other",6.3863034
"2462",15796,"Ballarat","Victoria","Other",0
"2463",15887,"Ballarat","Victoria","Other",5.5535991
"2464",15979,"Ballarat","Victoria","Other",31.0406351
"2465",16071,"Ballarat","Victoria","Other",6.7168056
"2466",16161,"Ballarat","Victoria","Other",5.4597728
"2467",16252,"Ballarat","Victoria","Other",2.8055025
"2468",16344,"Ballarat","Victoria","Other",19.5468697
"2469",16436,"Ballarat","Victoria","Other",4.3045572
"2470",16526,"Ballarat","Victoria","Other",11.7102382
"2471",16617,"Ballarat","Victoria","Other",18.4284529
"2472",16709,"Ballarat","Victoria","Other",5.8052916
"2473",16801,"Ballarat","Victoria","Other",1.2753322
"2474",16892,"Ballarat","Victoria","Other",4.8903562
"2475",16983,"Ballarat","Victoria","Other",20.7805811
"2476",17075,"Ballarat","Victoria","Other",13.0567825
"2477",17167,"Ballarat","Victoria","Other",22.54574
"2478",17257,"Ballarat","Victoria","Other",18.8030101
"2479",17348,"Ballarat","Victoria","Other",7.2437459
"2480",17440,"Ballarat","Victoria","Other",8.1620048
"2481",10227,"Ballarat","Victoria","Visiting",67.4244734
"2482",10317,"Ballarat","Victoria","Visiting",80.7343256
"2483",10408,"Ballarat","Victoria","Visiting",53.7055611
"2484",10500,"Ballarat","Victoria","Visiting",87.5652184
"2485",10592,"Ballarat","Victoria","Visiting",48.4864649
"2486",10682,"Ballarat","Victoria","Visiting",53.8515273
"2487",10773,"Ballarat","Victoria","Visiting",47.5321252
"2488",10865,"Ballarat","Victoria","Visiting",54.002987
"2489",10957,"Ballarat","Victoria","Visiting",65.4611051
"2490",11048,"Ballarat","Victoria","Visiting",59.7692003
"2491",11139,"Ballarat","Victoria","Visiting",50.1539211
"2492",11231,"Ballarat","Victoria","Visiting",87.371898
"2493",11323,"Ballarat","Victoria","Visiting",42.8940481
"2494",11413,"Ballarat","Victoria","Visiting",47.0076973
"2495",11504,"Ballarat","Victoria","Visiting",62.2682026
"2496",11596,"Ballarat","Victoria","Visiting",81.7599496
"2497",11688,"Ballarat","Victoria","Visiting",88.7951595
"2498",11778,"Ballarat","Victoria","Visiting",75.5837578
"2499",11869,"Ballarat","Victoria","Visiting",38.9530002
"2500",11961,"Ballarat","Victoria","Visiting",64.819637
"2501",12053,"Ballarat","Victoria","Visiting",67.5768838
"2502",12143,"Ballarat","Victoria","Visiting",80.0830701
"2503",12234,"Ballarat","Victoria","Visiting",53.1446174
"2504",12326,"Ballarat","Victoria","Visiting",46.3193766
"2505",12418,"Ballarat","Victoria","Visiting",102.8150224
"2506",12509,"Ballarat","Victoria","Visiting",29.4417664
"2507",12600,"Ballarat","Victoria","Visiting",65.0820472
"2508",12692,"Ballarat","Victoria","Visiting",59.1616841
"2509",12784,"Ballarat","Victoria","Visiting",46.5789597
"2510",12874,"Ballarat","Victoria","Visiting",52.3659931
"2511",12965,"Ballarat","Victoria","Visiting",37.5852957
"2512",13057,"Ballarat","Victoria","Visiting",67.3589118
"2513",13149,"Ballarat","Victoria","Visiting",50.008232
"2514",13239,"Ballarat","Victoria","Visiting",57.166085
"2515",13330,"Ballarat","Victoria","Visiting",43.987277
"2516",13422,"Ballarat","Victoria","Visiting",69.956949
"2517",13514,"Ballarat","Victoria","Visiting",86.2066341
"2518",13604,"Ballarat","Victoria","Visiting",65.9832233
"2519",13695,"Ballarat","Victoria","Visiting",37.9008373
"2520",13787,"Ballarat","Victoria","Visiting",62.6081565
"2521",13879,"Ballarat","Victoria","Visiting",42.352131
"2522",13970,"Ballarat","Victoria","Visiting",48.3664531
"2523",14061,"Ballarat","Victoria","Visiting",69.4336237
"2524",14153,"Ballarat","Victoria","Visiting",45.230929
"2525",14245,"Ballarat","Victoria","Visiting",55.5035233
"2526",14335,"Ballarat","Victoria","Visiting",29.8196917
"2527",14426,"Ballarat","Victoria","Visiting",30.1841085
"2528",14518,"Ballarat","Victoria","Visiting",40.1829065
"2529",14610,"Ballarat","Victoria","Visiting",64.8648091
"2530",14700,"Ballarat","Victoria","Visiting",45.8974157
"2531",14791,"Ballarat","Victoria","Visiting",46.705453
"2532",14883,"Ballarat","Victoria","Visiting",30.2638997
"2533",14975,"Ballarat","Victoria","Visiting",69.1716747
"2534",15065,"Ballarat","Victoria","Visiting",47.2024952
"2535",15156,"Ballarat","Victoria","Visiting",46.4891363
"2536",15248,"Ballarat","Victoria","Visiting",47.2464812
"2537",15340,"Ballarat","Victoria","Visiting",81.5036619
"2538",15431,"Ballarat","Victoria","Visiting",66.5865017
"2539",15522,"Ballarat","Victoria","Visiting",73.1116844
"2540",15614,"Ballarat","Victoria","Visiting",58.3783546
"2541",15706,"Ballarat","Victoria","Visiting",75.7307189
"2542",15796,"Ballarat","Victoria","Visiting",59.2927676
"2543",15887,"Ballarat","Victoria","Visiting",27.7118159
"2544",15979,"Ballarat","Victoria","Visiting",91.6247653
"2545",16071,"Ballarat","Victoria","Visiting",78.1889796
"2546",16161,"Ballarat","Victoria","Visiting",62.7827309
"2547",16252,"Ballarat","Victoria","Visiting",62.9248277
"2548",16344,"Ballarat","Victoria","Visiting",48.2685198
"2549",16436,"Ballarat","Victoria","Visiting",56.2992863
"2550",16526,"Ballarat","Victoria","Visiting",51.4785503
"2551",16617,"Ballarat","Victoria","Visiting",67.8253891
"2552",16709,"Ballarat","Victoria","Visiting",66.6972517
"2553",16801,"Ballarat","Victoria","Visiting",69.8452667
"2554",16892,"Ballarat","Victoria","Visiting",74.0783371
"2555",16983,"Ballarat","Victoria","Visiting",65.6365957
"2556",17075,"Ballarat","Victoria","Visiting",74.6822188
"2557",17167,"Ballarat","Victoria","Visiting",77.2922304
"2558",17257,"Ballarat","Victoria","Visiting",96.1484447
"2559",17348,"Ballarat","Victoria","Visiting",60.7637359
"2560",17440,"Ballarat","Victoria","Visiting",97.4113485
"2561",10227,"Barkly","Northern Territory","Business",12.4742073
"2562",10317,"Barkly","Northern Territory","Business",4.3375392
"2563",10408,"Barkly","Northern Territory","Business",4.6672209
"2564",10500,"Barkly","Northern Territory","Business",16.7559781
"2565",10592,"Barkly","Northern Territory","Business",3.6012339
"2566",10682,"Barkly","Northern Territory","Business",11.2496559
"2567",10773,"Barkly","Northern Territory","Business",1.898408
"2568",10865,"Barkly","Northern Territory","Business",1.1245556
"2569",10957,"Barkly","Northern Territory","Business",2.0531645
"2570",11048,"Barkly","Northern Territory","Business",10.7681901
"2571",11139,"Barkly","Northern Territory","Business",4.2824625
"2572",11231,"Barkly","Northern Territory","Business",3.0338796
"2573",11323,"Barkly","Northern Territory","Business",0
"2574",11413,"Barkly","Northern Territory","Business",6.0588982
"2575",11504,"Barkly","Northern Territory","Business",5.6309373
"2576",11596,"Barkly","Northern Territory","Business",11.9622036
"2577",11688,"Barkly","Northern Territory","Business",2.2639152
"2578",11778,"Barkly","Northern Territory","Business",22.9795343
"2579",11869,"Barkly","Northern Territory","Business",19.8273586
"2580",11961,"Barkly","Northern Territory","Business",23.2093788
"2581",12053,"Barkly","Northern Territory","Business",4.8148436
"2582",12143,"Barkly","Northern Territory","Business",9.2800606
"2583",12234,"Barkly","Northern Territory","Business",2.9636673
"2584",12326,"Barkly","Northern Territory","Business",4.0784109
"2585",12418,"Barkly","Northern Territory","Business",1.1274409
"2586",12509,"Barkly","Northern Territory","Business",4.7853112
"2587",12600,"Barkly","Northern Territory","Business",7.6926319
"2588",12692,"Barkly","Northern Territory","Business",2.3833906
"2589",12784,"Barkly","Northern Territory","Business",6.6659533
"2590",12874,"Barkly","Northern Territory","Business",5.9931126
"2591",12965,"Barkly","Northern Territory","Business",7.3061554
"2592",13057,"Barkly","Northern Territory","Business",4.6717337
"2593",13149,"Barkly","Northern Territory","Business",7.694764
"2594",13239,"Barkly","Northern Territory","Business",3.975257
"2595",13330,"Barkly","Northern Territory","Business",5.512742
"2596",13422,"Barkly","Northern Territory","Business",1.254215
"2597",13514,"Barkly","Northern Territory","Business",3.5058636
"2598",13604,"Barkly","Northern Territory","Business",5.7702002
"2599",13695,"Barkly","Northern Territory","Business",3.2574159
"2600",13787,"Barkly","Northern Territory","Business",3.7372093
"2601",13879,"Barkly","Northern Territory","Business",1.5200233
"2602",13970,"Barkly","Northern Territory","Business",13.0825969
"2603",14061,"Barkly","Northern Territory","Business",3.0165023
"2604",14153,"Barkly","Northern Territory","Business",5.1603473
"2605",14245,"Barkly","Northern Territory","Business",2.0553103
"2606",14335,"Barkly","Northern Territory","Business",5.9395688
"2607",14426,"Barkly","Northern Territory","Business",3.4009057
"2608",14518,"Barkly","Northern Territory","Business",3.9886562
"2609",14610,"Barkly","Northern Territory","Business",2.7751799
"2610",14700,"Barkly","Northern Territory","Business",0
"2611",14791,"Barkly","Northern Territory","Business",4.9396136
"2612",14883,"Barkly","Northern Territory","Business",9.7693349
"2613",14975,"Barkly","Northern Territory","Business",1.0674433
"2614",15065,"Barkly","Northern Territory","Business",2.8316778
"2615",15156,"Barkly","Northern Territory","Business",1.2044058
"2616",15248,"Barkly","Northern Territory","Business",2.1164195
"2617",15340,"Barkly","Northern Territory","Business",2.5585613
"2618",15431,"Barkly","Northern Territory","Business",6.9934225
"2619",15522,"Barkly","Northern Territory","Business",2.8248381
"2620",15614,"Barkly","Northern Territory","Business",2.6938227
"2621",15706,"Barkly","Northern Territory","Business",4.6727051
"2622",15796,"Barkly","Northern Territory","Business",6.6318282
"2623",15887,"Barkly","Northern Territory","Business",2.0894593
"2624",15979,"Barkly","Northern Territory","Business",4.4849425
"2625",16071,"Barkly","Northern Territory","Business",4.0924569
"2626",16161,"Barkly","Northern Territory","Business",2.9088381
